Mix_ID,Cement_kg_m3,Fly_Ash_kg_m3,Silica_Fume_kg_m3,Metakaolin_kg_m3,GGBS_kg_m3,RHA_kg_m3,POFA_kg_m3,Fine_Sand_kg_m3,Water_kg_m3,Extra_Water_kg_m3,Water_Binder_Ratio,Na2SiO3_Content_kg_m3,NaOH_Content_kg_m3,KOH_Content_kg_m3,Activator_Molarity_M,Superplasticizer_kg_m3,Polypropylene_Fiber_Content_%,PP_Fiber_kg_m3,Fiber_Length_mm,Compressive_Strength_MPa,Flexural_Strength_MPa,Tensile_Strength_MPa,Elastic_Modulus_GPa,Interlayer_Bond_Strength_MPa,RCPT,Water_Absorption_%,Sorptivity,Gas_Permeability,Chloride_Penetration,Acid_Attack_Loss_%,Sulphate_Resistance_%,Printing_Speed_mm_s,Layer_Height_mm,Nozzle_Diameter_mm,Build_Direction,Print_Orientation,Anisotropy_Index,Density_kg_m3,Porosity_%,SEM_Results,XRD_Results,FTIR_Results,Curing_Temperature_C,Curing_Duration_days,Heat_Curing_Conditions,Curing_Method,Dataset_Distribution,Validation_Dataset,Testing_Dataset,Statistical_Normalization,Missing_Data_Handled,Feature_Selection_Method
TGP-CON,0,420,20,60,80,0,0,1180,220,8,0.44,112.0,34.0,0.0,10.0,5.0,0.0,0.0,,30.9,4.4,2.5,19.7,1.8,2580,6.9,0.22,2.00×10⁻17,Moderate,6.1,86,18.0,12.0,24,Vertical,Parallel,1.47,2158,7.3,Porous geopolymer matrix with weak interlayer adhesion and unstable filament geometry at low temperature,Dominant quartz and fly ash crystalline phases,Moderate geopolymer gel formation,25,28,Ambient curing,Sealed curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
TGP-T30,0,390,20,60,100,0,0,1160,214,8,0.42,118.0,36.0,0.0,10.0,5.8,0.25,2.5,10.0,45.0,6.7,3.9,28.5,3.6,1900,5.0,0.14,1.19×10⁻17,Low,3.5,92,20.0,12.0,24,Vertical,Parallel,1.36,2265,5.4,Improved rheological consistency and extrusion stability at 30°C,Increased amorphous geopolymer phases,Enhanced silicate polymerization,30,28,Controlled temperature curing at 30°C,Chamber curing,Balanced,0.15,0.15,Standard scaling,Yes,PCA
TGP-T40,0,360,40,60,120,0,0,1140,208,10,0.4,124.0,38.0,0.0,12.0,6.5,0.5,5.0,15.0,60.5,9.7,5.7,37.9,6.0,1360,3.4,0.09,7.6×10⁻18,Very Low,1.8,97,22.0,14.0,22,Vertical,Parallel,1.25,2378,3.8,Dense matrix with enhanced buildability and reduced microvoids at 40°C,Reduced crystalline peaks,Strong aluminosilicate bonding,40,14,Mild heat curing at 40°C,Chamber curing,Balanced,0.15,0.15,Standard scaling,Yes,Recursive feature elimination
TGP-T50,0,330,60,60,140,0,0,1120,202,10,0.38,130.0,40.0,0.0,12.0,7.2,0.75,7.5,20.0,76.8,13.9,8.1,48.6,8.8,890,2.1,0.05,4.6×10⁻18,Negligible,0.8,99,24.0,14.0,22,Vertical,Parallel,1.15,2490,2.4,Compact layered structure with improved shape retention and crack resistance at 50°C,Strong hybrid geopolymer phases,Highly polymerized silica bands,50,10,Heat curing at 50°C,Oven heat curing,Balanced,0.15,0.15,Standard scaling,Yes,Random forest importance
TGP-OPT,0,300,80,60,160,0,0,1100,196,10,0.36,136.0,42.0,0.0,14.0,7.9,1.0,10.0,25.0,94.2,18.3,10.8,60.2,12.1,590,1.3,0.02,2.8×10⁻18,Negligible,0.2,100,26.0,16.0,20,Vertical,Parallel,1.05,2605,1.5,Highly dense structure with superior printability and minimal nanopores under optimized temperature,Strong amorphous gel structure,Stable silica-rich gel,60,7,Optimized heat curing at 60°C,Steam-assisted curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Bayesian optimization + SHAP ranking
TGP-RHA10,0,300,60,60,140,80,0,1100,198,10,0.36,134.0,41.0,0.0,14.0,7.6,0.8,8.0,20.0,88.8,16.8,9.8,55.8,11.0,670,1.5,0.03,3.0×10⁻18,Negligible,0.3,100,24.0,14.0,20,Vertical,Parallel,1.07,2575,1.7,Fine RHA particles refined nanopore structure and thermal stability,Enhanced amorphous silica hump,Dense silica-rich gel formation,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
TGP-POFA10,0,300,60,60,140,0,80,1100,199,10,0.36,134.0,41.0,0.0,14.0,7.6,0.8,8.0,20.0,88.0,16.5,9.7,55.3,10.8,690,1.6,0.03,3.1×10⁻18,Negligible,0.4,99,24.0,14.0,20,Vertical,Parallel,1.08,2568,1.8,Secondary geopolymeric products improved matrix compactness and thermal resistance,Increased hydration products,Stable geopolymeric structure,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Random forest importance
LCR-CON,350,120,20,0,60,0,0,1180,220,8,0.44,90.0,25.0,0.0,8.0,4.5,0.0,0.0,,28.5,4.0,2.3,18.0,1.5,2750,7.2,0.24,2.20×10⁻17,Moderate,6.5,84,16.0,10.0,24,Vertical,Parallel,1.52,2120,7.8,Porous mortar matrix with unstable filament geometry and weak extrusion consistency,Dominant quartz and hydration crystalline phases,Moderate silicate gel formation,25,28,Ambient curing,Sealed curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
LCR-R1,330,140,20,0,80,0,0,1160,214,8,0.42,96.0,28.0,0.0,10.0,5.2,0.2,2.0,10.0,40.8,6.2,3.6,25.8,3.1,2050,5.4,0.16,1.35×10⁻17,Low,3.8,91,18.0,12.0,24,Vertical,Parallel,1.4,2235,5.9,Improved rheological consistency with better filament continuity,Increased amorphous hydration phases,Enhanced silicate polymerization,25,28,Ambient curing,Moist curing,Balanced,0.15,0.15,Standard scaling,Yes,PCA
LCR-R2,310,160,40,0,100,0,0,1140,208,10,0.4,102.0,30.0,0.0,10.0,6.0,0.4,4.0,12.0,56.7,9.0,5.1,35.5,5.5,1480,3.8,0.1,8.5×10⁻18,Very Low,2.0,96,20.0,12.0,22,Vertical,Parallel,1.28,2350,4.1,Dense matrix with reduced microvoids and enhanced shape stability,Reduced crystalline peaks,Strong aluminosilicate bonding,40,14,Mild heat curing at 40°C,Chamber curing,Balanced,0.15,0.15,Standard scaling,Yes,Recursive feature elimination
LCR-R3,290,180,60,0,120,0,0,1120,202,10,0.38,108.0,32.0,0.0,12.0,6.8,0.6,6.0,15.0,71.9,12.8,7.4,45.6,8.0,980,2.4,0.06,5.1×10⁻18,Negligible,0.9,99,22.0,14.0,22,Vertical,Parallel,1.16,2468,2.7,Compact layered structure with improved buildability and crack resistance,Strong hybrid geopolymer phases,Highly polymerized silica bands,50,10,Heat curing at 50°C,Oven heat curing,Balanced,0.15,0.15,Standard scaling,Yes,Random forest importance
LCR-OPT,270,200,80,0,140,0,0,1100,196,10,0.36,114.0,34.0,0.0,12.0,7.5,0.8,8.0,20.0,88.6,17.0,10.0,56.8,11.2,640,1.5,0.03,3.0×10⁻18,Negligible,0.3,100,25.0,16.0,20,Vertical,Parallel,1.06,2588,1.7,Highly dense structure with superior printability and minimal nanopores,Strong amorphous gel structure,Stable silica-rich gel,60,7,Optimized heat curing at 60°C,Steam-assisted curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Bayesian optimization + SHAP ranking
LCR-RHA10,270,180,60,0,120,80,0,1100,198,10,0.36,112.0,33.0,0.0,12.0,7.2,0.7,7.0,18.0,84.2,15.8,9.2,53.5,10.3,710,1.7,0.03,3.2×10⁻18,Negligible,0.4,100,24.0,14.0,20,Vertical,Parallel,1.08,2555,1.9,Fine RHA particles refined nanopore structure,Enhanced amorphous silica hump,Dense silica-rich gel formation,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
LCR-POFA10,270,180,60,0,120,0,80,1100,199,10,0.36,112.0,33.0,0.0,12.0,7.2,0.7,7.0,18.0,83.5,15.5,9.0,53.0,10.1,730,1.8,0.04,3.3×10⁻18,Negligible,0.5,99,24.0,14.0,20,Vertical,Parallel,1.09,2548,2.0,Secondary hydration products improved matrix compactness,Increased hydration products,Stable geopolymeric structure,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Random forest importance
SMK-CON,0,0,20,420,80,0,0,1180,220,8,0.44,112.0,34.0,0.0,10.0,5.0,0.0,0.0,,32.0,4.6,2.7,20.2,1.9,2520,6.7,0.21,1.95×10⁻17,Moderate,5.8,87,18.0,12.0,24,Vertical,Parallel,1.45,2170,7.0,Porous metakaolin geopolymer matrix with weak interlayer adhesion,Dominant quartz and metakaolin crystalline phases,Moderate geopolymer gel formation,25,28,Ambient curing,Sealed curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
SMK-S10,0,0,20,390,110,0,0,1160,214,8,0.42,118.0,36.0,0.0,10.0,5.8,0.25,2.5,10.0,46.5,7.0,4.1,29.2,3.8,1820,4.7,0.13,1.10×10⁻17,Low,3.2,93,20.0,12.0,24,Vertical,Parallel,1.34,2285,5.1,Slag addition improved extrusion consistency and reduced microvoids,Increased amorphous geopolymer phases,Enhanced silicate polymerization,25,28,Ambient curing,Moist curing,Balanced,0.15,0.15,Standard scaling,Yes,PCA
SMK-S20,0,0,40,360,140,0,0,1140,208,10,0.4,124.0,38.0,0.0,12.0,6.5,0.5,5.0,15.0,62.8,10.0,5.9,39.0,6.3,1280,3.1,0.08,6.9×10⁻18,Very Low,1.6,97,22.0,14.0,22,Vertical,Parallel,1.23,2400,3.5,Dense matrix with enhanced layer fusion and reduced cracking,Reduced crystalline peaks,Strong aluminosilicate bonding,40,14,Mild heat curing at 40°C,Chamber curing,Balanced,0.15,0.15,Standard scaling,Yes,Recursive feature elimination
SMK-S30,0,0,60,330,170,0,0,1120,202,10,0.38,130.0,40.0,0.0,12.0,7.2,0.75,7.5,20.0,79.0,14.4,8.4,50.0,9.1,820,1.9,0.04,4.2×10⁻18,Negligible,0.6,99,24.0,14.0,22,Vertical,Parallel,1.13,2515,2.1,Compact layered structure with improved shape retention and buildability,Strong hybrid geopolymer phases,Highly polymerized silica bands,50,10,Heat curing at 50°C,Oven heat curing,Balanced,0.15,0.15,Standard scaling,Yes,Random forest importance
SMK-OPT,0,0,80,300,200,0,0,1100,196,10,0.36,136.0,42.0,0.0,14.0,7.9,1.0,10.0,25.0,96.8,18.9,11.2,61.8,12.5,540,1.1,0.02,2.5×10⁻18,Negligible,0.1,100,26.0,16.0,20,Vertical,Parallel,1.04,2630,1.2,Highly dense structure with excellent printability and minimal nanopores,Strong amorphous gel structure,Stable silica-rich gel,60,7,Optimized heat curing at 60°C,Steam-assisted curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Bayesian optimization + SHAP ranking
SMK-RHA10,0,0,60,300,170,80,0,1100,198,10,0.36,134.0,41.0,0.0,14.0,7.6,0.8,8.0,20.0,91.0,17.3,10.2,57.0,11.3,620,1.3,0.02,2.7×10⁻18,Negligible,0.2,100,24.0,14.0,20,Vertical,Parallel,1.06,2600,1.4,Fine RHA particles refined nanopore structure and improved thermal stability,Enhanced amorphous silica hump,Dense silica-rich gel formation,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
SMK-POFA10,0,0,60,300,170,0,80,1100,199,10,0.36,134.0,41.0,0.0,14.0,7.6,0.8,8.0,20.0,90.2,17.0,10.0,56.4,11.1,640,1.4,0.03,2.8×10⁻18,Negligible,0.3,99,24.0,14.0,20,Vertical,Parallel,1.07,2592,1.5,Secondary geopolymeric products improved matrix compactness,Increased hydration products,Stable geopolymeric structure,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Random forest importance
PPR-CON,0,400,20,80,60,0,0,1180,225,8,0.45,110.0,32.0,0.0,10.0,5.0,0.0,0.0,,30.5,4.3,2.5,19.5,1.8,2620,7.0,0.23,2.05×10⁻17,Moderate,6.2,85,16.0,10.0,24,Vertical,Parallel,1.5,2145,7.5,Porous alkali-activated matrix with poor particle packing and weak filament stability,Dominant quartz and unreacted fly ash phases,Moderate geopolymer gel formation,25,28,Ambient curing,Sealed curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
PPR-P10,0,380,20,80,80,0,0,1160,218,8,0.43,116.0,34.0,0.0,10.0,5.8,0.2,2.0,10.0,44.8,6.6,3.8,28.0,3.5,1920,5.2,0.15,1.22×10⁻17,Low,3.5,91,18.0,12.0,24,Vertical,Parallel,1.38,2258,5.6,Improved particle packing reduced microvoids and enhanced rheological stability,Increased amorphous geopolymer phases,Enhanced silicate polymerization,25,28,Ambient curing,Moist curing,Balanced,0.15,0.15,Standard scaling,Yes,PCA
PPR-P20,0,360,40,80,100,0,0,1140,212,10,0.41,122.0,36.0,0.0,12.0,6.5,0.4,4.0,12.0,60.2,9.5,5.5,37.2,5.9,1380,3.6,0.09,7.8×10⁻18,Very Low,1.8,96,20.0,12.0,22,Vertical,Parallel,1.26,2372,3.9,Dense matrix with improved extrusion consistency and reduced segregation,Reduced crystalline peaks,Strong aluminosilicate bonding,40,14,Mild heat curing at 40°C,Chamber curing,Balanced,0.15,0.15,Standard scaling,Yes,Recursive feature elimination
PPR-P30,0,340,60,80,120,0,0,1120,206,10,0.39,128.0,38.0,0.0,12.0,7.2,0.6,6.0,15.0,75.6,13.5,7.9,47.8,8.5,910,2.2,0.05,4.8×10⁻18,Negligible,0.8,99,22.0,14.0,22,Vertical,Parallel,1.15,2488,2.5,Compact layered structure with enhanced shape retention and reduced cracking,Strong hybrid geopolymer phases,Highly polymerized silica bands,50,10,Heat curing at 50°C,Oven heat curing,Balanced,0.15,0.15,Standard scaling,Yes,Random forest importance
PPR-OPT,0,320,80,80,140,0,0,1100,198,10,0.37,134.0,40.0,0.0,14.0,7.9,0.8,8.0,20.0,92.8,18.0,10.5,59.0,11.8,600,1.3,0.02,2.9×10⁻18,Negligible,0.2,100,25.0,16.0,20,Vertical,Parallel,1.05,2602,1.6,Highly dense structure with optimized particle packing and superior printability,Strong amorphous gel structure,Stable silica-rich gel,60,7,Optimized heat curing at 60°C,Steam-assisted curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Bayesian optimization + SHAP ranking
PPR-RHA10,0,320,60,80,120,80,0,1100,200,10,0.37,132.0,39.0,0.0,14.0,7.6,0.7,7.0,18.0,87.5,16.6,9.7,55.0,10.8,680,1.5,0.03,3.1×10⁻18,Negligible,0.3,100,24.0,14.0,20,Vertical,Parallel,1.07,2570,1.8,Fine RHA particles refined nanopore structure and improved packing density,Enhanced amorphous silica hump,Dense silica-rich gel formation,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
PPR-POFA10,0,320,60,80,120,0,80,1100,201,10,0.37,132.0,39.0,0.0,14.0,7.6,0.7,7.0,18.0,86.8,16.3,9.5,54.5,10.6,700,1.6,0.03,3.2×10⁻18,Negligible,0.4,99,24.0,14.0,20,Vertical,Parallel,1.08,2562,1.9,Secondary geopolymeric products improved matrix compactness,Increased hydration products,Stable geopolymeric structure,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Random forest importance
CPP-CON,0,400,20,80,60,0,0,1180,225,8,0.45,110.0,32.0,0.0,10.0,5.0,0.0,0.0,,30.4,4.3,2.5,19.4,1.8,2630,7.1,0.23,2.06×10⁻17,Moderate,6.3,85,16.0,10.0,24,Vertical,Parallel,1.5,2142,7.5,Porous alkali-activated matrix with weak particle packing and unstable extrusion behavior,Dominant quartz and unreacted fly ash phases,Moderate geopolymer gel formation,25,28,Ambient curing,Sealed curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
CPP-C10,0,380,20,80,80,0,0,1160,218,8,0.43,116.0,34.0,0.0,10.0,5.8,0.2,2.0,10.0,44.6,6.5,3.8,27.9,3.5,1930,5.3,0.15,1.23×10⁻17,Low,3.6,91,18.0,12.0,24,Vertical,Parallel,1.38,2255,5.6,Improved particle packing and rheological stability reduced microvoids,Increased amorphous geopolymer phases,Enhanced silicate polymerization,25,28,Ambient curing,Moist curing,Balanced,0.15,0.15,Standard scaling,Yes,PCA
CPP-C20,0,360,40,80,100,0,0,1140,212,10,0.41,122.0,36.0,0.0,12.0,6.5,0.4,4.0,12.0,60.0,9.4,5.5,37.0,5.9,1390,3.7,0.09,7.9×10⁻18,Very Low,1.9,96,20.0,12.0,22,Vertical,Parallel,1.26,2368,3.9,Dense matrix with improved extrusion consistency and reduced segregation,Reduced crystalline peaks,Strong aluminosilicate bonding,40,14,Mild heat curing at 40°C,Chamber curing,Balanced,0.15,0.15,Standard scaling,Yes,Recursive feature elimination
CPP-C30,0,340,60,80,120,0,0,1120,206,10,0.39,128.0,38.0,0.0,12.0,7.2,0.6,6.0,15.0,75.3,13.4,7.8,47.5,8.4,920,2.2,0.05,4.8×10⁻18,Negligible,0.8,99,22.0,14.0,22,Vertical,Parallel,1.15,2485,2.5,Compact layered structure with enhanced buildability and reduced cracking,Strong hybrid geopolymer phases,Highly polymerized silica bands,50,10,Heat curing at 50°C,Oven heat curing,Balanced,0.15,0.15,Standard scaling,Yes,Random forest importance
CPP-OPT,0,320,80,80,140,0,0,1100,198,10,0.37,134.0,40.0,0.0,14.0,7.9,0.8,8.0,20.0,92.5,17.8,10.4,58.8,11.7,610,1.3,0.02,2.9×10⁻18,Negligible,0.2,100,25.0,16.0,20,Vertical,Parallel,1.05,2600,1.6,Highly dense structure with optimized particle packing and excellent printability,Strong amorphous gel structure,Stable silica-rich gel,60,7,Optimized heat curing at 60°C,Steam-assisted curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Bayesian optimization + SHAP ranking
CPP-RHA10,0,320,60,80,120,80,0,1100,200,10,0.37,132.0,39.0,0.0,14.0,7.6,0.7,7.0,18.0,87.2,16.5,9.6,54.8,10.7,690,1.5,0.03,3.1×10⁻18,Negligible,0.3,100,24.0,14.0,20,Vertical,Parallel,1.07,2568,1.8,Fine RHA particles refined nanopore structure and improved packing density,Enhanced amorphous silica hump,Dense silica-rich gel formation,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
CPP-POFA10,0,320,60,80,120,0,80,1100,201,10,0.37,132.0,39.0,0.0,14.0,7.6,0.7,7.0,18.0,86.5,16.2,9.4,54.3,10.5,710,1.6,0.03,3.2×10⁻18,Negligible,0.4,99,24.0,14.0,20,Vertical,Parallel,1.08,2560,1.9,Secondary geopolymeric products improved matrix compactness,Increased hydration products,Stable geopolymeric structure,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Random forest importance
NPS-CON,0,420,20,60,80,0,0,1180,220,8,0.44,112.0,34.0,0.0,10.0,5.0,0.0,0.0,,31.2,4.4,2.5,19.8,1.8,2570,6.8,0.22,1.98×10⁻17,Moderate,6.0,86,15.0,10.0,20,Vertical,Parallel,1.52,2160,7.3,Porous geopolymer matrix with poor filament continuity at low nozzle diameter and speed,Dominant quartz and fly ash crystalline phases,Moderate geopolymer gel formation,25,28,Ambient curing,Sealed curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
NPS-N20-S15,0,390,20,60,100,0,0,1160,214,8,0.42,118.0,36.0,0.0,10.0,5.8,0.25,2.5,10.0,45.5,6.8,3.9,28.6,3.7,1890,4.9,0.14,1.18×10⁻17,Low,3.4,92,18.0,12.0,20,Vertical,Parallel,1.38,2272,5.4,Improved extrusion consistency and reduced interlayer voids,Increased amorphous geopolymer phases,Enhanced silicate polymerization,25,28,Ambient curing,Moist curing,Balanced,0.15,0.15,Standard scaling,Yes,PCA
NPS-N22-S20,0,360,40,60,120,0,0,1140,208,10,0.4,124.0,38.0,0.0,12.0,6.5,0.5,5.0,15.0,61.0,9.8,5.8,38.0,6.1,1350,3.4,0.09,7.5×10⁻18,Very Low,1.8,97,20.0,12.0,22,Vertical,Parallel,1.25,2385,3.8,Dense matrix with optimized material flow and improved layer fusion,Reduced crystalline peaks,Strong aluminosilicate bonding,40,14,Mild heat curing at 40°C,Chamber curing,Balanced,0.15,0.15,Standard scaling,Yes,Recursive feature elimination
NPS-N24-S25,0,330,60,60,140,0,0,1120,202,10,0.38,130.0,40.0,0.0,12.0,7.2,0.75,7.5,20.0,77.2,14.0,8.2,48.8,8.9,880,2.1,0.05,4.5×10⁻18,Negligible,0.7,99,25.0,14.0,24,Vertical,Parallel,1.14,2498,2.4,Compact layered structure with superior buildability and reduced cracking,Strong hybrid geopolymer phases,Highly polymerized silica bands,50,10,Heat curing at 50°C,Oven heat curing,Balanced,0.15,0.15,Standard scaling,Yes,Random forest importance
NPS-OPT,0,300,80,60,160,0,0,1100,196,10,0.36,136.0,42.0,0.0,14.0,7.9,1.0,10.0,25.0,95.0,18.6,11.0,60.8,12.4,580,1.2,0.02,2.7×10⁻18,Negligible,0.2,100,30.0,16.0,26,Vertical,Parallel,1.04,2612,1.5,Highly dense structure with optimized nozzle diameter and printing speed resulting in excellent printability,Strong amorphous gel structure,Stable silica-rich gel,60,7,Optimized heat curing at 60°C,Steam-assisted curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Bayesian optimization + SHAP ranking
NPS-RHA10,0,300,60,60,140,80,0,1100,198,10,0.36,134.0,41.0,0.0,14.0,7.6,0.8,8.0,20.0,89.4,17.0,10.0,56.2,11.1,660,1.4,0.03,2.9×10⁻18,Negligible,0.3,100,28.0,14.0,24,Vertical,Parallel,1.06,2580,1.7,Fine RHA particles refined nanopore structure and thermal stability,Enhanced amorphous silica hump,Dense silica-rich gel formation,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
NPS-POFA10,0,300,60,60,140,0,80,1100,199,10,0.36,134.0,41.0,0.0,14.0,7.6,0.8,8.0,20.0,88.6,16.7,9.8,55.7,10.9,680,1.5,0.03,3.0×10⁻18,Negligible,0.4,99,28.0,14.0,24,Vertical,Parallel,1.07,2572,1.8,Secondary geopolymeric products improved matrix compactness,Increased hydration products,Stable geopolymeric structure,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Random forest importance
SYG-CON,0,420,20,60,80,0,0,1180,222,8,0.44,112.0,34.0,0.0,10.0,5.0,0.0,0.0,,31.0,4.4,2.5,19.8,1.8,2590,6.9,0.22,2.00×10⁻17,Moderate,6.1,86,16.0,10.0,24,Vertical,Parallel,1.51,2155,7.4,Porous geopolymer matrix with weak structure rebuilding and unstable filament formation,Dominant quartz and fly ash crystalline phases,Moderate geopolymer gel formation,25,28,Ambient curing,Sealed curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
SYG-SR1,0,390,20,60,100,0,0,1160,216,8,0.42,118.0,36.0,0.0,10.0,5.8,0.25,2.5,10.0,45.2,6.7,3.9,28.4,3.6,1910,5.0,0.14,1.20×10⁻17,Low,3.5,92,18.0,12.0,24,Vertical,Parallel,1.38,2268,5.5,Improved yield stress enhanced extrusion consistency and reduced microvoids,Increased amorphous geopolymer phases,Enhanced silicate polymerization,25,28,Ambient curing,Moist curing,Balanced,0.15,0.15,Standard scaling,Yes,PCA
SYG-SR2,0,360,40,60,120,0,0,1140,210,10,0.4,124.0,38.0,0.0,12.0,6.5,0.5,5.0,15.0,60.8,9.7,5.7,37.8,6.0,1360,3.4,0.09,7.6×10⁻18,Very Low,1.8,97,20.0,12.0,22,Vertical,Parallel,1.26,2380,3.8,Dense matrix with improved structural rebuilding and shape retention,Reduced crystalline peaks,Strong aluminosilicate bonding,40,14,Mild heat curing at 40°C,Chamber curing,Balanced,0.15,0.15,Standard scaling,Yes,Recursive feature elimination
SYG-SR3,0,330,60,60,140,0,0,1120,204,10,0.38,130.0,40.0,0.0,12.0,7.2,0.75,7.5,20.0,76.9,13.9,8.1,48.5,8.8,890,2.1,0.05,4.6×10⁻18,Negligible,0.7,99,22.0,14.0,22,Vertical,Parallel,1.14,2495,2.4,Compact layered structure with superior buildability and reduced cracking,Strong hybrid geopolymer phases,Highly polymerized silica bands,50,10,Heat curing at 50°C,Oven heat curing,Balanced,0.15,0.15,Standard scaling,Yes,Random forest importance
SYG-OPT,0,300,80,60,160,0,0,1100,198,10,0.36,136.0,42.0,0.0,14.0,7.9,1.0,10.0,25.0,94.5,18.4,10.9,60.4,12.2,590,1.2,0.02,2.8×10⁻18,Negligible,0.2,100,25.0,16.0,20,Vertical,Parallel,1.04,2608,1.5,Highly dense structure with optimized yield stress and excellent printability,Strong amorphous gel structure,Stable silica-rich gel,60,7,Optimized heat curing at 60°C,Steam-assisted curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Bayesian optimization + SHAP ranking
SYG-RHA10,0,300,60,60,140,80,0,1100,200,10,0.36,134.0,41.0,0.0,14.0,7.6,0.8,8.0,20.0,89.0,16.9,9.9,55.9,11.0,670,1.4,0.03,3.0×10⁻18,Negligible,0.3,100,24.0,14.0,20,Vertical,Parallel,1.06,2576,1.7,Fine RHA particles refined nanopore structure and structural stability,Enhanced amorphous silica hump,Dense silica-rich gel formation,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
SYG-POFA10,0,300,60,60,140,0,80,1100,201,10,0.36,134.0,41.0,0.0,14.0,7.6,0.8,8.0,20.0,88.2,16.6,9.7,55.4,10.8,690,1.5,0.03,3.1×10⁻18,Negligible,0.4,99,24.0,14.0,20,Vertical,Parallel,1.07,2568,1.8,Secondary geopolymeric products improved matrix compactness,Increased hydration products,Stable geopolymeric structure,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Random forest importance
UAC-CON,0,420,20,60,80,0,0,1180,222,8,0.44,112.0,34.0,0.0,10.0,5.0,0.0,0.0,,31.5,4.5,2.6,20.0,1.9,2550,6.8,0.22,1.96×10⁻17,Moderate,6.0,86,16.0,10.0,24,Vertical,Parallel,1.5,2165,7.2,Porous geopolymer matrix with weak additive interaction and unstable deposition profile,Dominant quartz and fly ash crystalline phases,Moderate geopolymer gel formation,25,28,Ambient curing,Sealed curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
